scorer,DLC_resnet50_white_mouseJun8shuffle1_100,DLC_resnet50_white_mouseJun8shuffle1_100,DLC_resnet50_white_mouseJun8shuffle1_100,DLC_resnet50_white_mouseJun8shuffle1_100,DLC_resnet50_white_mouseJun8shuffle1_100,DLC_resnet50_white_mouseJun8shuffle1_100
bodyparts,green_hand,green_hand,green_hand,orange_hand,orange_hand,orange_hand
coords,x,y,likelihood,x,y,likelihood
34,502.0977783203125,119.30176544189453,0.34931617975234985,504.2998046875,156.55641174316406,0.4187587797641754
35,502.29913330078125,119.02278900146484,0.32658809423446655,504.64410400390625,156.59739685058594,0.41672438383102417
36,502.3904724121094,119.52094268798828,0.3296428322792053,503.711669921875,155.87242126464844,0.41261056065559387
37,507.1264953613281,123.68681335449219,0.32026737928390503,503.97930908203125,155.9051513671875,0.427177369594574
38,507.0517883300781,123.68657684326172,0.31852489709854126,503.792724609375,155.46499633789062,0.4253712594509125
39,503.0319519042969,120.18789672851562,0.32814285159111023,503.7328796386719,155.66749572753906,0.40326616168022156
40,503.3804626464844,119.87150573730469,0.3241578936576843,504.1950988769531,156.21791076660156,0.39612647891044617
41,503.4000244140625,119.94142150878906,0.3206055760383606,504.4153747558594,157.12571716308594,0.413171648979187
42,506.7794189453125,123.7516860961914,0.30827796459198,504.6646423339844,156.31585693359375,0.4050135612487793
43,504.7964172363281,137.96812438964844,0.31462860107421875,504.3006591796875,155.61106872558594,0.4052637815475464
44,504.8780517578125,138.66172790527344,0.3328022360801697,504.6568603515625,155.9134521484375,0.4373302459716797
45,504.9126281738281,138.54922485351562,0.3298538327217102,504.256103515625,155.48863220214844,0.4426281750202179
46,503.1710205078125,128.23951721191406,0.34920698404312134,503.8297424316406,155.36190795898438,0.4303765594959259
47,503.42999267578125,128.2313232421875,0.3419610857963562,503.9497985839844,155.10569763183594,0.4330292046070099
48,503.27166748046875,129.16175842285156,0.34087592363357544,504.2814025878906,155.5119171142578,0.42549076676368713
49,503.26275634765625,129.4913330078125,0.3417285978794098,504.47412109375,155.56008911132812,0.40659284591674805
50,503.5942687988281,129.1305694580078,0.35217922925949097,504.50762939453125,155.66612243652344,0.41454046964645386
51,503.7148132324219,129.2981414794922,0.35484176874160767,504.14678955078125,155.3199005126953,0.41581183671951294
52,504.2438049316406,128.204833984375,0.35890713334083557,504.13946533203125,155.06517028808594,0.4134615957736969
53,505.4900817871094,139.24826049804688,0.35474199056625366,505.25714111328125,156.50430297851562,0.41014283895492554
54,505.72589111328125,139.4706573486328,0.35880547761917114,505.0624084472656,155.8184814453125,0.40917888283729553
55,505.8205261230469,139.31216430664062,0.35027432441711426,505.23626708984375,155.6806640625,0.4063785970211029
56,505.69061279296875,139.07347106933594,0.33501940965652466,505.3391418457031,156.07167053222656,0.4066922068595886
57,505.6907958984375,139.0154266357422,0.3408809006214142,505.6958923339844,156.42376708984375,0.4026128351688385
58,505.3963317871094,138.9468994140625,0.3386528491973877,505.4927062988281,156.40762329101562,0.4077543020248413
59,505.3388977050781,138.75950622558594,0.33114707469940186,505.9289245605469,156.59005737304688,0.40901926159858704
60,505.1764221191406,138.24803161621094,0.32521888613700867,505.7117004394531,156.48167419433594,0.4050307869911194
61,505.29833984375,138.30178833007812,0.325572669506073,506.0021667480469,157.23130798339844,0.408220499753952
62,505.2336730957031,138.42529296875,0.33661195635795593,505.92913818359375,157.52963256835938,0.41518738865852356
63,505.2148742675781,138.5858154296875,0.3440265953540802,505.8307189941406,157.2389678955078,0.4188705384731293
64,505.2593688964844,138.75021362304688,0.3441495895385742,505.6931457519531,157.02439880371094,0.41608482599258423
65,505.4565734863281,138.9852752685547,0.3575631380081177,505.1291198730469,156.09718322753906,0.39559513330459595
66,505.08734130859375,138.4951171875,0.3406156897544861,505.21075439453125,155.81838989257812,0.39253556728363037
67,506.6358642578125,123.6473617553711,0.32176244258880615,505.310546875,155.93362426757812,0.40941888093948364
68,503.5812072753906,119.53105163574219,0.33647286891937256,504.9862060546875,155.5938262939453,0.4019077718257904
69,503.7033996582031,119.31387329101562,0.3301617503166199,504.9476318359375,155.0599365234375,0.39502623677253723
70,504.6650390625,129.2332000732422,0.3329433798789978,505.0930480957031,155.34242248535156,0.40612930059432983
71,504.67266845703125,129.7414093017578,0.33521509170532227,504.5905456542969,154.94874572753906,0.3927210569381714
72,504.6265563964844,129.9930877685547,0.332963764667511,504.74285888671875,155.2515869140625,0.38770967721939087
73,503.9151916503906,119.96182250976562,0.3280889391899109,504.6925354003906,155.3778839111328,0.3947118818759918
74,504.7310791015625,138.46971130371094,0.32785117626190186,506.51666259765625,144.74166870117188,0.4115913212299347
75,504.9760437011719,138.2865447998047,0.3321070969104767,506.1419677734375,144.4744873046875,0.4039784073829651
76,505.2054748535156,138.38958740234375,0.3431323766708374,505.298095703125,143.51834106445312,0.40838563442230225
77,503.9476013183594,129.41273498535156,0.3340752124786377,504.17950439453125,154.8466796875,0.40660548210144043
78,503.6478271484375,119.72420501708984,0.3423911929130554,504.48486328125,155.2803497314453,0.4069591760635376
79,503.5021667480469,119.57640838623047,0.3548179864883423,506.244873046875,142.99118041992188,0.3883868455886841
80,503.57586669921875,119.54985809326172,0.34875398874282837,506.13818359375,142.88839721679688,0.3936053216457367
81,503.5833740234375,119.53826904296875,0.35049933195114136,506.59210205078125,143.2930145263672,0.38674360513687134
82,504.81500244140625,130.0068359375,0.3324475884437561,505.1712646484375,155.1856689453125,0.38997918367385864
83,506.8949890136719,123.55030822753906,0.32810714840888977,505.5172424316406,155.93209838867188,0.39367398619651794
84,505.3271484375,138.2393035888672,0.338451623916626,505.4776916503906,155.9614715576172,0.39519137144088745
85,505.3106689453125,138.36875915527344,0.3407117426395416,504.84539794921875,155.4188232421875,0.3963996171951294
86,505.091552734375,138.51287841796875,0.33438438177108765,504.9410400390625,155.73190307617188,0.3983781635761261
87,505.477783203125,138.49798583984375,0.34314441680908203,504.48187255859375,155.4777374267578,0.3999113142490387
88,505.39208984375,138.57742309570312,0.3322092890739441,505.21380615234375,155.50613403320312,0.4022616147994995
89,503.8626403808594,120.17462158203125,0.321041464805603,505.41619873046875,155.31736755371094,0.3917238712310791
90,505.3294372558594,138.2790069580078,0.31992799043655396,505.354736328125,155.12081909179688,0.3900867700576782
91,506.9764099121094,124.0394515991211,0.3223223090171814,505.4200744628906,155.3811798095703,0.3888716697692871
92,503.903076171875,119.96891784667969,0.32311686873435974,505.11016845703125,155.4413299560547,0.3807377219200134
93,507.0691223144531,123.81784057617188,0.32719895243644714,504.8651428222656,155.6289825439453,0.3825000524520874
94,505.2677917480469,138.6006317138672,0.33583933115005493,507.06396484375,144.6737060546875,0.40132278203964233
95,505.1637268066406,138.83847045898438,0.3385365307331085,507.1651306152344,144.8118438720703,0.40730559825897217
96,504.99920654296875,139.14523315429688,0.3364701271057129,507.2213439941406,144.941162109375,0.410829097032547
97,505.04266357421875,139.17648315429688,0.3397385776042938,506.9662780761719,144.61572265625,0.40689873695373535
98,505.091796875,139.078369140625,0.3294540047645569,506.94287109375,144.64686584472656,0.4014221429824829
99,506.8352966308594,123.77913665771484,0.3252018690109253,506.3957824707031,144.22964477539062,0.39990007877349854
100,507.00579833984375,123.75243377685547,0.3280501961708069,506.6641845703125,144.24720764160156,0.40146440267562866
101,505.0445251464844,138.5753173828125,0.32670140266418457,507.021728515625,144.32041931152344,0.3964436650276184
102,507.05023193359375,123.78881072998047,0.32563692331314087,507.3754577636719,144.90330505371094,0.39372316002845764
103,504.9971923828125,138.5666961669922,0.32979267835617065,507.5746154785156,145.1583251953125,0.39311885833740234
104,505.1217346191406,138.53135681152344,0.33539140224456787,507.5419616699219,144.916748046875,0.38162940740585327
105,505.11578369140625,138.87344360351562,0.3447633385658264,505.3712463378906,156.5619659423828,0.38624370098114014
106,505.2432861328125,138.73922729492188,0.35449883341789246,505.1137390136719,156.1389923095703,0.3895282447338104
107,505.2920227050781,138.82859802246094,0.35317063331604004,505.24822998046875,156.12908935546875,0.3987535238265991
108,505.4229431152344,138.8639373779297,0.3360048532485962,505.18011474609375,155.57418823242188,0.3931315541267395
109,505.1398620605469,139.11204528808594,0.32667094469070435,505.28515625,155.75189208984375,0.4002108573913574
110,505.26025390625,138.93450927734375,0.32442134618759155,505.30645751953125,155.44979858398438,0.3823692202568054
111,507.2840576171875,124.32098388671875,0.3172842264175415,505.5450744628906,155.56277465820312,0.38707563281059265
112,505.4978942871094,138.83425903320312,0.326707661151886,505.8496398925781,155.6703338623047,0.38138338923454285
113,505.52117919921875,138.6785430908203,0.3316558599472046,505.7729187011719,155.99542236328125,0.38620805740356445
114,505.8115234375,139.04791259765625,0.3486129939556122,505.7046203613281,155.96510314941406,0.40194791555404663
115,505.84320068359375,139.229248046875,0.3524934649467468,505.8468017578125,155.6796112060547,0.39477717876434326
116,505.82305908203125,139.2595977783203,0.34930911660194397,506.06585693359375,156.18511962890625,0.3910815119743347
117,506.0482177734375,139.22483825683594,0.35656675696372986,505.7362976074219,155.5222625732422,0.3899323642253876
118,505.7969665527344,138.8560333251953,0.34196266531944275,505.7492370605469,156.0897979736328,0.3934398889541626
119,505.6974182128906,138.715576171875,0.33507558703422546,505.53271484375,156.0233612060547,0.39554253220558167
120,505.53466796875,138.71066284179688,0.32484203577041626,505.3031311035156,155.88511657714844,0.38844504952430725
121,505.63580322265625,138.79397583007812,0.33208099007606506,505.638427734375,156.07090759277344,0.3926914632320404
122,505.6690368652344,138.87171936035156,0.3344743549823761,505.737060546875,156.00381469726562,0.3980482220649719
123,505.782470703125,138.9440460205078,0.339170902967453,505.586181640625,156.0190887451172,0.3908962607383728
124,505.7474365234375,139.44659423828125,0.35590246319770813,505.84161376953125,156.98565673828125,0.3928986191749573
125,505.40228271484375,139.45359802246094,0.3478858768939972,506.13616943359375,157.2682342529297,0.4013979136943817
126,505.5627136230469,139.39328002929688,0.34712523221969604,506.4400329589844,157.41629028320312,0.3976505994796753
127,505.60693359375,139.53607177734375,0.34766626358032227,506.4228820800781,157.19895935058594,0.39928215742111206
128,505.81256103515625,139.51177978515625,0.35799890756607056,506.1508483886719,156.80979919433594,0.4004807770252228
129,505.677734375,139.06967163085938,0.33403998613357544,505.9141845703125,156.87109375,0.39016270637512207
130,505.39788818359375,138.8662872314453,0.32643747329711914,505.6047668457031,156.48500061035156,0.38302478194236755
131,507.04541015625,124.04080963134766,0.3213915526866913,505.5262145996094,156.28533935546875,0.3753025531768799
132,507.4731750488281,124.02288818359375,0.3259139060974121,505.6932373046875,156.41978454589844,0.3722970485687256
133,507.367919921875,123.97267150878906,0.32755741477012634,507.87200927734375,144.9619140625,0.36983031034469604
134,505.0020751953125,130.3697509765625,0.3213074803352356,505.46405029296875,156.6791229248047,0.3691457509994507
135,507.0325927734375,123.78170776367188,0.3315141797065735,507.72442626953125,144.99169921875,0.38991352915763855
136,507.07537841796875,123.68903350830078,0.33210742473602295,507.9486083984375,145.2303466796875,0.39571768045425415
137,506.97845458984375,123.70783233642578,0.3281603455543518,505.571533203125,156.5386199951172,0.4009125828742981
138,507.2788391113281,123.87879943847656,0.3281083405017853,505.60009765625,156.81619262695312,0.40131717920303345
139,505.25177001953125,138.7968292236328,0.34007179737091064,505.8950500488281,156.68336486816406,0.40198737382888794
140,505.23492431640625,139.0029754638672,0.3278902769088745,506.1857604980469,156.82208251953125,0.3965219259262085
141,507.30078125,123.9942855834961,0.328085333108902,506.55535888671875,157.3441925048828,0.3927448093891144
142,507.5279846191406,123.9798355102539,0.3304174840450287,507.1604309082031,158.17904663085938,0.389518678188324
143,507.335205078125,124.01191711425781,0.3292904496192932,508.4161682128906,145.91314697265625,0.38674333691596985
144,505.40338134765625,139.1399688720703,0.335728257894516,506.8794250488281,158.331298828125,0.3961297869682312
145,505.3138427734375,139.1124267578125,0.33644232153892517,506.6937561035156,158.3040771484375,0.40533941984176636
146,505.322021484375,138.94512939453125,0.3310839533805847,506.83935546875,158.32998657226562,0.41770416498184204
147,505.3190002441406,138.91358947753906,0.33062544465065,506.7068176269531,158.30618286132812,0.42520594596862793
148,505.6485290527344,139.20924377441406,0.3371056318283081,507.0731506347656,158.80787658691406,0.4257051944732666
149,505.8507995605469,139.17343139648438,0.3352552652359009,507.483154296875,158.87884521484375,0.40936240553855896
150,505.8551330566406,139.08853149414062,0.3391714096069336,507.4399719238281,158.7687530517578,0.40264368057250977
151,505.8291931152344,139.19546508789062,0.33667635917663574,507.4520263671875,158.46560668945312,0.39218905568122864
152,505.8064880371094,139.2030792236328,0.33531397581100464,507.4900207519531,158.5037078857422,0.383956640958786
153,505.606689453125,139.00926208496094,0.33484262228012085,507.220703125,158.26318359375,0.39159005880355835
154,505.5575256347656,138.8594512939453,0.33461180329322815,506.5766296386719,158.1293487548828,0.3915902078151703
155,505.98822021484375,138.88768005371094,0.33150941133499146,507.4779052734375,159.12078857421875,0.41516825556755066
156,506.3273010253906,139.12786865234375,0.33894965052604675,507.7886047363281,159.58108520507812,0.431862473487854
157,506.35662841796875,139.19505310058594,0.33994942903518677,507.78466796875,159.3212890625,0.42005670070648193
158,506.24560546875,139.31529235839844,0.3351401090621948,507.7164611816406,158.872314453125,0.40519362688064575
159,505.90997314453125,139.103515625,0.33403757214546204,507.1378479003906,158.11915588378906,0.38851872086524963
160,505.55938720703125,138.73370361328125,0.32348766922950745,506.9076232910156,157.64620971679688,0.3619997203350067
161,508.3255920410156,124.48121643066406,0.31536397337913513,506.73895263671875,157.71017456054688,0.35448122024536133
162,505.7278747558594,138.57025146484375,0.3204026222229004,506.4781494140625,157.58998107910156,0.35562723875045776
163,505.44561767578125,138.4925537109375,0.316875696182251,506.6668395996094,157.84219360351562,0.3578975796699524
164,505.3507080078125,138.53009033203125,0.31753891706466675,506.563232421875,157.6802215576172,0.3673549294471741
165,507.5841369628906,124.000244140625,0.32689332962036133,506.8132629394531,158.0437774658203,0.3822990655899048
166,505.19952392578125,138.72364807128906,0.32612770795822144,506.61407470703125,157.7990264892578,0.4000037908554077
167,505.1378173828125,138.59800720214844,0.32910817861557007,506.4473876953125,157.8689727783203,0.41505134105682373
168,505.34210205078125,139.01800537109375,0.3308013081550598,507.05963134765625,158.25550842285156,0.4247366189956665
169,505.41070556640625,139.1177520751953,0.3326098620891571,507.0311584472656,158.21914672851562,0.4253702759742737
170,507.63934326171875,124.05438995361328,0.329928994178772,507.0836181640625,158.1324462890625,0.3955764174461365
171,505.3110656738281,139.21559143066406,0.3354838192462921,508.7518005371094,145.3359375,0.3881259858608246
172,508.0392761230469,124.39257049560547,0.3291320204734802,508.72015380859375,145.34889221191406,0.3875551223754883
173,505.46148681640625,139.32704162597656,0.3381401002407074,508.7704162597656,145.5811004638672,0.3697139620780945
174,505.4154357910156,139.5778350830078,0.33989793062210083,507.39251708984375,158.62571716308594,0.3840298056602478
175,505.20599365234375,139.63357543945312,0.3375743627548218,506.8227233886719,157.87562561035156,0.39153438806533813
176,505.1749267578125,139.2787322998047,0.331126868724823,506.7707214355469,157.8269805908203,0.4111226797103882
177,505.2274169921875,139.35682678222656,0.32650935649871826,506.58251953125,157.49765014648438,0.4121219217777252
178,505.0043640136719,139.045166015625,0.32456880807876587,506.1005859375,157.20989990234375,0.4081208109855652
179,507.4169921875,123.96685028076172,0.32504796981811523,505.9591979980469,157.3804931640625,0.40718093514442444
180,504.9831848144531,139.06320190429688,0.32370373606681824,506.1856994628906,157.80381774902344,0.4090368151664734
181,507.3260498046875,123.92762756347656,0.32278019189834595,506.3254089355469,157.83287048339844,0.3962913751602173
182,507.763427734375,124.0130386352539,0.33315467834472656,508.3382263183594,145.53900146484375,0.4039780795574188
183,505.1723327636719,139.00347900390625,0.33686530590057373,508.4416809082031,145.8226318359375,0.4089675545692444
184,505.26873779296875,139.09674072265625,0.342010498046875,508.6251525878906,145.9957275390625,0.3975791037082672
185,505.3248291015625,139.25328063964844,0.3496413230895996,506.93670654296875,158.7440185546875,0.4047137498855591
186,505.16644287109375,139.02325439453125,0.3416498303413391,506.5157775878906,158.27093505859375,0.40451398491859436
187,505.182861328125,138.909423828125,0.3406074345111847,506.3763427734375,158.10194396972656,0.4109501242637634
188,505.4449768066406,139.10037231445312,0.3421255648136139,506.4707336425781,158.03172302246094,0.41337621212005615
189,505.9852294921875,139.81918334960938,0.357946515083313,506.42230224609375,157.37823486328125,0.3937346935272217
190,505.5953063964844,138.91357421875,0.3340861201286316,506.3586120605469,157.30523681640625,0.3877136707305908
191,507.56524658203125,124.04258728027344,0.32596689462661743,506.3076477050781,157.21636962890625,0.37843647599220276
192,507.3675842285156,123.93449401855469,0.3289846181869507,506.07861328125,157.3619842529297,0.37169337272644043
193,507.18438720703125,123.82587432861328,0.3301315903663635,508.0723876953125,145.11752319335938,0.3738597333431244
194,507.2362976074219,123.91068267822266,0.323979914188385,508.1716613769531,145.3925323486328,0.37018531560897827
195,505.5534973144531,138.51498413085938,0.32860785722732544,508.26708984375,145.26866149902344,0.3690562844276428
196,505.4513854980469,139.0021209716797,0.3470269441604614,508.182373046875,145.07456970214844,0.37994158267974854
197,505.41436767578125,139.27243041992188,0.3419664800167084,508.7274475097656,145.3541259765625,0.38991793990135193
198,505.4718322753906,139.0469207763672,0.3382564187049866,506.7684020996094,157.3595428466797,0.39432740211486816
199,505.60833740234375,139.0701141357422,0.3415679335594177,507.0028381347656,157.58453369140625,0.403616726398468
200,505.5756530761719,138.98464965820312,0.33835986256599426,507.0180358886719,157.6541748046875,0.4080236852169037
201,505.6357116699219,138.92056274414062,0.3357809782028198,507.043701171875,157.7089385986328,0.40785807371139526
202,505.7205810546875,138.91380310058594,0.3304077386856079,506.9746398925781,157.53955078125,0.40085265040397644
203,507.9897155761719,123.9907455444336,0.3374181389808655,506.9065246582031,157.507568359375,0.3955446779727936
204,507.9287109375,123.99532318115234,0.3380707800388336,506.88092041015625,157.67430114746094,0.38039422035217285
205,508.0484924316406,124.07442474365234,0.3479575514793396,508.84246826171875,145.36508178710938,0.3833824396133423
206,507.9649658203125,123.98905944824219,0.3440443277359009,508.8759460449219,145.1943817138672,0.3816700875759125
207,505.51434326171875,139.2863006591797,0.3445138931274414,508.4456481933594,144.9269561767578,0.38823235034942627
208,507.5974426269531,123.6955795288086,0.3437603712081909,508.123291015625,145.05960083007812,0.38650113344192505
209,507.4627990722656,123.60506439208984,0.3441666066646576,508.36798095703125,145.11932373046875,0.39648568630218506
210,507.3001403808594,123.55032348632812,0.34243324398994446,506.03302001953125,156.77635192871094,0.40060192346572876
211,505.3315734863281,138.62525939941406,0.3418986201286316,505.5624084472656,156.94552612304688,0.408755898475647
212,507.38751220703125,123.67012786865234,0.3409953713417053,506.22802734375,157.2233123779297,0.4068853259086609
213,507.134521484375,123.5274658203125,0.33936595916748047,508.545654296875,145.152587890625,0.3896927237510681
214,507.15155029296875,123.6005859375,0.3451675772666931,508.4524841308594,144.9876251220703,0.3993932008743286
215,507.3709716796875,123.71171569824219,0.3392062783241272,508.5352478027344,144.8761749267578,0.39822110533714294
216,507.2921142578125,123.7196044921875,0.34075766801834106,508.4783935546875,144.65277099609375,0.39092427492141724
217,505.70904541015625,139.16937255859375,0.33631402254104614,508.41241455078125,144.32894897460938,0.3976397216320038
218,505.83154296875,139.2873992919922,0.33793941140174866,508.20416259765625,144.1295166015625,0.3881031572818756
219,505.63458251953125,139.55010986328125,0.3383215367794037,506.4759521484375,157.3607940673828,0.39391204714775085
220,505.8578186035156,139.59243774414062,0.3375200927257538,506.53265380859375,157.3628387451172,0.40365341305732727
221,505.8676452636719,139.6141815185547,0.3296089172363281,508.8512268066406,144.42007446289062,0.3899184763431549
222,507.7306213378906,124.2638168334961,0.3362876772880554,508.6959533691406,143.93075561523438,0.39187949895858765
223,507.4010009765625,124.0428466796875,0.34108781814575195,508.2602233886719,143.59683227539062,0.4071020483970642
224,507.46417236328125,124.17648315429688,0.3411827087402344,508.654296875,143.38047790527344,0.4136476516723633
225,504.9578857421875,130.06478881835938,0.3394886255264282,508.672119140625,143.2283172607422,0.4000268578529358
226,504.99945068359375,130.38970947265625,0.3390701413154602,508.6481628417969,143.16888427734375,0.401923805475235
227,504.673583984375,130.5746307373047,0.3424404263496399,508.6179504394531,143.20346069335938,0.4060966372489929
228,504.084228515625,130.30908203125,0.3362422585487366,507.9626770019531,143.0433807373047,0.41626986861228943
229,503.9297180175781,130.20635986328125,0.3592146933078766,507.5933532714844,142.82913208007812,0.3998643457889557
230,504.0584411621094,130.63096618652344,0.3760130703449249,507.66693115234375,142.7191162109375,0.3825055956840515
231,504.04217529296875,130.67239379882812,0.3722316026687622,507.8546447753906,142.94143676757812,0.38784754276275635
232,504.05438232421875,130.45816040039062,0.36499446630477905,507.772216796875,142.58763122558594,0.40263617038726807
233,503.9390563964844,130.40309143066406,0.36343392729759216,507.9386291503906,142.18685913085938,0.4074511229991913
234,504.34637451171875,130.7420196533203,0.3629964590072632,508.42950439453125,142.35682678222656,0.4006150960922241
235,504.6932373046875,130.76153564453125,0.35523316264152527,508.5665588378906,142.2322540283203,0.39144638180732727
236,504.6198425292969,130.7700653076172,0.35151058435440063,508.3698425292969,142.32154846191406,0.38905107975006104
237,504.34161376953125,131.23240661621094,0.3641802668571472,507.87408447265625,142.1634521484375,0.38386112451553345
238,504.5899658203125,131.1724395751953,0.3778190016746521,507.67462158203125,142.07379150390625,0.376786470413208
239,504.6626281738281,130.71546936035156,0.371324747800827,507.7490234375,142.19273376464844,0.3861405849456787
240,504.4383544921875,130.5802764892578,0.36883145570755005,507.7510986328125,142.36537170410156,0.3876686096191406
241,504.271240234375,130.05711364746094,0.3756501376628876,507.467529296875,142.14892578125,0.4000229239463806
242,504.32965087890625,130.29888916015625,0.3673514127731323,507.6441345214844,142.48739624023438,0.398420125246048
243,504.3544616699219,130.23971557617188,0.35585612058639526,507.88055419921875,142.34539794921875,0.40420979261398315
244,504.3350524902344,130.43284606933594,0.35012415051460266,508.06610107421875,141.9674072265625,0.3953396677970886
245,504.3556823730469,130.9053955078125,0.340518057346344,508.400146484375,142.0272674560547,0.3840347230434418
246,504.7691955566406,131.25918579101562,0.3364541530609131,508.39404296875,142.85232543945312,0.373836874961853
247,504.71282958984375,131.502197265625,0.359070360660553,508.2767639160156,142.93875122070312,0.37241455912590027
248,504.67193603515625,131.29525756835938,0.3683631420135498,507.9258728027344,142.4667205810547,0.3702843487262726
249,504.65142822265625,131.19540405273438,0.370720237493515,508.0180358886719,142.67630004882812,0.36421388387680054
250,504.4677429199219,130.9355926513672,0.3839122951030731,508.1465148925781,142.93917846679688,0.37282752990722656
251,504.23834228515625,130.65614318847656,0.3676118850708008,508.5782165527344,143.76004028320312,0.38919928669929504
252,506.1196594238281,139.74505615234375,0.32922396063804626,508.4778137207031,143.51531982421875,0.4240959584712982
253,504.29620361328125,129.7458953857422,0.3432120978832245,507.9869384765625,142.7847900390625,0.42579853534698486
254,503.506103515625,117.39656066894531,0.3458143472671509,508.03314208984375,142.6342315673828,0.4402216672897339
255,503.6835632324219,117.4820556640625,0.35501542687416077,508.1739501953125,142.4413299560547,0.4103701710700989
256,504.56927490234375,130.96966552734375,0.34960925579071045,508.197509765625,142.0364532470703,0.3981502056121826
257,504.55157470703125,130.33987426757812,0.3449508249759674,507.933837890625,142.41217041015625,0.40577974915504456
258,504.41595458984375,130.77951049804688,0.37096911668777466,507.5275573730469,142.4013214111328,0.3920435607433319
259,504.46466064453125,130.5035400390625,0.3714117407798767,507.1597595214844,142.25306701660156,0.3937705457210541
